gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1932935633	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:CIMA019	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornatus		PE	Cordillera Azul National Park	San Martin	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-8.49	-76.149							2005-01-01T00:00:00			2005	2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/CIMA					CC_BY_NC_4_0		rangers			2022-01-30T11:40:19.214Z		GEODETIC_DATUM_ASSUMED_WGS84
1932935632	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:CIMA032	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornatus		PE	Cordillera Azul National Park	Loreto	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-6.02	-76.06							2004-01-01T00:00:00			2004	2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/CIMA					CC_BY_NC_4_0		rangers			2022-01-30T11:40:19.216Z		GEODETIC_DATUM_ASSUMED_WGS84
1932935631	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:CIMA023	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornatus		PE	Cordillera Azul National Park	San Martin	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-8.26	-76.26							2005-01-01T00:00:00			2005	2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/CIMA					CC_BY_NC_4_0		rangers			2022-01-30T11:40:19.215Z		GEODETIC_DATUM_ASSUMED_WGS84
1932935630	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNM2014025	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park	Cuzco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-12.572622	-72.033575							2014-07-25T00:00:00	25	7	2014	2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		rangers			2022-01-30T11:40:19.213Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935629	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:CIMA005	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornatus		PE	Cordillera Azul National Park	San Martin	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-6.63	-75.67							2006-01-01T00:00:00			2006	2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/CIMA					CC_BY_NC_4_0		rangers			2022-01-30T11:40:18.979Z		GEODETIC_DATUM_ASSUMED_WGS84
1932935628	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNM2012008	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park	Cuzco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-12.453773	-72.061181							2012-06-24T00:00:00	24	6	2012	2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		WCS- Peru			2022-01-30T11:40:18.978Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935627	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:CIMA016	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornatus		PE	Cordillera Azul National Park	San Martin	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-8.44	-76.23							2005-01-01T00:00:00			2005	2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/CIMA					CC_BY_NC_4_0		rangers			2022-01-30T11:40:19.211Z		GEODETIC_DATUM_ASSUMED_WGS84
1932935626	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNM2012006	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park	Cuzco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-12.669485	-71.966747											2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		WCS- Peru			2022-01-30T11:40:19.210Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_FUZZY
1932935625	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:CIMA068	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornatus		PE	Cordillera Azul National Park	Not available	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-7.102	-76.02							2005-01-01T00:00:00			2005	2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/CIMA					CC_BY_NC_4_0		rangers			2022-01-30T11:40:19.213Z		GEODETIC_DATUM_ASSUMED_WGS84
1932935624	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNM2013001	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park	Cuzco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-13.192692	-71.621255							2013-03-19T00:00:00	19	3	2013	2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		rangers			2022-01-30T11:40:19.212Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935623	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:KH004	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Ruta choque-marampata	Cusco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-13.39463	-72.859878							2014-03-01T00:00:00		3	2014	2433401	2433401	OCCURRENCE							CC_BY_NC_4_0		Karl Huaypar loayza			2022-01-30T11:40:19.206Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935622	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:KH012	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	santa rosa	Cusco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-13.417908	-72.848216							2015-02-01T00:00:00		2	2015	2433401	2433401	OCCURRENCE							CC_BY_NC_4_0		Karl Huaypar loayza			2022-01-30T11:40:19.205Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935621	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:CIMA022	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornatus		PE	Cordillera Azul National Park	San Martin	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-8.31	-76.25							2005-01-01T00:00:00			2005	2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/CIMA					CC_BY_NC_4_0		rangers			2022-01-30T11:40:19.209Z		GEODETIC_DATUM_ASSUMED_WGS84
1932935620	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:CIMA028	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornatus		PE	Cordillera Azul National Park	San Martin	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-8.2467	-76.2							2005-01-01T00:00:00			2005	2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/CIMA					CC_BY_NC_4_0		rangers			2022-01-30T11:40:19.208Z		GEODETIC_DATUM_ASSUMED_WGS84
1932935619	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNBS016	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park Buffer zone	Puno	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-14.104562	-69.169273											2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		rangers			2022-01-30T11:40:18.954Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935618	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:KH011	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	santa rosa	Cusco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-13.416202	-72.845222							2015-10-01T00:00:00		10	2015	2433401	2433401	OCCURRENCE							CC_BY_NC_4_0		Karl Huaypar loayza			2022-01-30T11:40:18.954Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935617	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNM2012010	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park	Madre de Dios	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-12.563217	-71.407306							2012-06-26T00:00:00	26	6	2012	2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		WCS- Peru			2022-01-30T11:40:18.954Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935616	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:KH013	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Lucma	Cusco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-13.415138	-72.847585							2015-12-01T00:00:00		12	2015	2433401	2433401	OCCURRENCE							CC_BY_NC_4_0		Karl Huaypar loayza			2022-01-30T11:40:18.956Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935615	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNM2012003	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park	Cuzco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-12.460618	-72.064339							2012-06-25T00:00:00	25	6	2012	2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		WCS- Peru			2022-01-30T11:40:18.956Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935614	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:KH002	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Puerto oso	Cusco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-13.394041	-72.786419							2014-09-01T00:00:00		9	2014	2433401	2433401	OCCURRENCE							CC_BY_NC_4_0		Karl Huaypar loayza			2022-01-30T11:40:18.957Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935613	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNM2013014	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park	Cuzco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-12.585941	-72.13943											2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		rangers			2022-01-30T11:40:18.957Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_FUZZY
1932935612	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNBS017	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park Buffer zone	Puno	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-14.1269	-68.955957											2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		rangers			2022-01-30T11:40:18.955Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935611	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNBS002	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park Buffer zone	Puno	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-13.664399	-70.509415											2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		rangers			2022-01-30T11:40:18.955Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935610	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNM2012005	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park	Cuzco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-12.69647	-71.957228											2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		WCS- Peru			2022-01-30T11:40:18.955Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_FUZZY
1932935609	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNBS004	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park Buffer zone	Puno	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-13.766028	-70.181443											2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		rangers			2022-01-30T11:40:18.950Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935608	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNBS008	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park Buffer zone	Puno	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-14.009048	-69.827604											2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		rangers			2022-01-30T11:40:18.950Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935607	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:RLP1	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE		Cuzco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-13.581515	-70.926644											2433401	2433401	OCCURRENCE							CC_BY_NC_4_0		Renata Leite			2022-01-30T11:40:18.951Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935606	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:RLP4	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE		Cuzco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-13.64736	-70.910728											2433401	2433401	OCCURRENCE							CC_BY_NC_4_0		Renata Leite			2022-01-30T11:40:18.951Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935605	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNBS003	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park Buffer zone	Puno	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-13.818373	-70.475226											2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		rangers			2022-01-30T11:40:18.952Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935604	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNM2013013	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park	Cuzco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-12.585941	-72.13943											2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		rangers			2022-01-30T11:40:18.952Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_FUZZY
1932935603	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNBS001	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park Buffer zone	Puno	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-13.495456	-70.377052											2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		rangers			2022-01-30T11:40:18.953Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935602	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNM2012009	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park	Cuzco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-12.434806	-72.054557							2012-06-25T00:00:00	25	6	2012	2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		WCS- Peru			2022-01-30T11:40:18.953Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935601	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:KH001	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Este de chongana	Cusco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-13.30122	-72.881933							2014-09-01T00:00:00		9	2014	2433401	2433401	OCCURRENCE							CC_BY_NC_4_0		Karl Huaypar loayza			2022-01-30T11:40:18.952Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935600	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TOPE:PNRA028	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornatus		PE	Parque NacionalRío Abiseo	San Martin	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-7.7734	-77.512517											2433401	2433401	OCCURRENCE		Rio Abiseo National Park-SERNANP					CC_BY_NC_4_0		ranger			2022-01-30T11:40:18.951Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
1932935599	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TOPE:PNRA006	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornatus		PE	Parque NacionalRío Abiseo	San Martin	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-8.029104	-77.325317											2433401	2433401	OCCURRENCE		Rio Abiseo National Park-SERNANP					CC_BY_NC_4_0		ranger			2022-01-30T11:40:18.914Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
1932935598	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:INVS015	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE		San Martin	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-6.79	-77.63											2433401	2433401	OCCURRENCE		Centro para la Sostenibilidad Ambiental					CC_BY_NC_4_0		-			2022-01-30T11:40:18.912Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935597	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:CSA002	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE		Cusco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-12.19	-72.47											2433401	2433401	OCCURRENCE		Centro para la Sostenibilidad Ambiental					CC_BY_NC_4_0		-			2022-01-30T11:40:18.908Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935596	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TOPE:PNRA015	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornatus		PE	Parque NacionalRío Abiseo	San Martin	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-7.659693	-77.468329											2433401	2433401	OCCURRENCE		Rio Abiseo National Park-SERNANP					CC_BY_NC_4_0		ranger			2022-01-30T11:40:18.907Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
1932935595	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:CIMA020	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornatus		PE	Cordillera Azul National Park	San Martin	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-8.488	-76.14							2005-01-01T00:00:00			2005	2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/CIMA					CC_BY_NC_4_0		rangers			2022-01-30T11:40:18.910Z		GEODETIC_DATUM_ASSUMED_WGS84
1932935594	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TO:PE:PNM2014003	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornartus		PE	Manu National Park	Cuzco	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-13.199919	-71.627381							2014-05-14T00:00:00	14	5	2014	2433401	2433401	OCCURRENCE		Cordillera Azul National Park- SERNANP/WCS-Peru					CC_BY_NC_4_0		rangers			2022-01-30T11:40:18.909Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY
1932935593	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TOPE:PNRA017	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornatus		PE	Parque NacionalRío Abiseo	San Martin	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-7.873376	-77.43012											2433401	2433401	OCCURRENCE		Rio Abiseo National Park-SERNANP					CC_BY_NC_4_0		ranger			2022-01-30T11:40:18.906Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
1932935592	375eb3fe-af43-4d37-815a-d8bd891e8ca5	TOPE:PNRA009	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus		SPECIES	Tremarctos ornatus (F.G.Cuvier, 1825)	Tremarctos ornatus		PE	Parque NacionalRío Abiseo	San Martin	PRESENT		1e36575b-aaaf-4171-b226-846f766a516d	-7.972193	-77.391231											2433401	2433401	OCCURRENCE		Rio Abiseo National Park-SERNANP					CC_BY_NC_4_0		ranger			2022-01-30T11:40:18.904Z		GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
